Dia da Feira,Categoria,Qnt. Feirantes,Nome da Feira,Endereco,Bairro
SEX,TRADICIONAL,8,VILA ARRIETE,"RUA ORLANDO PINTO RIBEIRO","VL ARRIETE"
SEX,TRADICIONAL,39,VILA SAO PEDRO,"PC ALEXANDRE N AKSAKOF","VL SAO PEDRO"
SEX,TRADICIONAL,10,CHACARA FLORA,"RUA FREI CANISIO","VL SOFIA"
SEX,TRADICIONAL,101,SANTO AMARO,"AV PROF ALCEU MAYNARD ARAUJO","VARZEA DE BAIXO"
SAB,TRADICIONAL,85,CONJUNTO ASTOR,"RUA HELADE","VL STA CATARINA"
SAB,TRADICIONAL,9,PARQUE JABAQUARA,"RUA BONIFACIO DE ABREU","PQ JABAQUARA"
SÁB,TRADICIONAL,17,IGUATINGA,"RUA ENG TOMAS WHATELY","STO AMARO"
SÁB,TRADICIONAL,56,PETROPOLIS,"RUA BELA VISTA","VL UNIAO"
SÁB,TRADICIONAL,76,PIRAQUARA,"RUA OTAVIO TARQUINIO DE SOUZA","PIRAQUARA"
SÁB,TRADICIONAL,85,SABARA,"RUA JOAQUIM NEVES MONTEIRO","STO AMARO"
SÁB,TRADICIONAL,16,PRACA FLORIANO PEΙΧΟΤΟ,"PCA FLORIANO ΡΕΙΧΟΤΟ","SANTO AMARO"
DOM,TRADICIONAL,113,JARDIM SAO VICENTE,"AV PROF ASSIS VELOSO","JD SAO VICENTE"
DOM,TRADICIONAL,34,JARDIM HELENA,"RUA CAMOMILA","JD HELENA"
DOM,TRADICIONAL,228,VILA MARA,"RUA SAO GONCALO DO RIO DAS PEDRA","PQ PAULISTANO"
DOM,TRADICIONAL,46,VILA ITAIM,"RUA CACHOEIRA MANGAVAL","ITAIM PAULISTA"
DOM,TRADICIONAL,69,VILA PROGRESSO,"RUA CRIUVA","VL PROGRESSO"
DOM,TRADICIONAL,31,VILA JACUI,"RUA TEJUGUACU","VL JACUI"
DOM,TRADICIONAL,30,VILA NORMA,"RUA GLICERIO RODRIGUES","VL NORMA"
DOM,TRADICIONAL,12,SAO FRANCISCO,"AV JOSE MARTINS LISBOA","SAO FRANCISCO"
TER,TRADICIONAL,116,LIMOEIRO,"AV MANOEL DOS SANTOS BRAGA","LIMOEIRO"
TER,TRADICIONAL,54,JOSE NUNES,"AV PAU D'ARCO ROXO","CID PEDRO JOSE NUNES"
TER,TRADICIONAL,24,PARQUE SONIA,"RUA INAJA GUACU","VL PROGRESSO"
TER,TRADICIONAL,73,JARDIM MΑΙΑ,"RUA FRANCISCO ANTONIO MEIRA","JD MAIA"
TER,TRADICIONAL,22,VILA SILVESTRE,"AV ANTONIO BERNARDO SILVESTRE","VL SAO SILVESTRE"
TER,TRADICIONAL,10,ANGELO LAPENA,"RUA MIGUEL ANGELO LAPΕΝΑ","SAO MIGUEL"
QUA,TRADICIONAL,69,VILA JACUI,"RUA TSUTOMU HENNI","VL JACUI"
QUA,TRADICIONAL,161,VILA HELENA,"RUA SANTA ROSA DE LIMA","PQ PAULISTANO"
QUA,TRADICIONAL,75,CECILIA ITER,"AV MONS AGNELO","VL PROGRESSO"
QUA,TRADICIONAL,71,JARDIM ROMANO,"RUA DIOGO GONCALVES LACO","JD ROMANO"
QUA,NOTURNA,0,SAO GONCALO DO RIO DAS PEDRAS,"RUA SAO GONCALO DO RIO DAS PEDRA","VILA MARA"
QUA,TRADICIONAL,2,DANIEL BERNARDO,"RUA DANIEL BERNARDO","VL AMERICANA"
QUA,NOTURNA,7,PRAA DO FORRO,"PA ALEIXO MONTEIRO MAFRA","SPO MIGUEL"
QUI,TRADICIONAL,113,JARDIM VERA CRUZ,"AV MOACIR DANTAS ITAPICURU","CID NOVA S MIGUEL"
QUI,TRADICIONAL,58,VILA NOEΜΙΑ,"RUA VISTOSA DE MADRE DE DEUS","JD NOEMIA"
QUI,TRADICIONAL,71,JARDIM DAS CAMELIAS,"RUA LIRIO DA SERRA","JD DAS CAMELIAS"
QUI,TRADICIONAL,47,JARDIM SAO MARTINHO,"AV BORBOLETA AMARELA","JD SAO MARTINHO"
SEX,TRADICIONAL,96,BAQUIRIVU,"RUA HELIO VESSONI","VL SINHA"
SEX,TRADICIONAL,59,ITAPOA,"RUA OLEGARIO MACIEL","JD SAO CARLOS"
SEX,TRADICIONAL,26,SAO MIGUEL,"RUA SILVIO CERVELLINI","SAO MIGUEL"
SAB,TRADICIONAL,111,JARDIM SANTANA,"RUA FRUTO DO PARAISO","JD SANTANA"
SAB,TRADICIONAL,55,PARQUE CRUZEIRO DO SUL,"RUA ANTONIO DE SIQUEIRA","PQ CRUZEIRO DO SUL"
SAB,TRADICIONAL,26,CHACARA TRES MENINAS,"AV PEDROSO DA SILVA","CHAC TRES MENINAS"
SAB,TRADICIONAL,10,VILA MONTE SANTO,"RUA QUILOMBO DO AMBROSIO","VL MONTE SANTO"
DOM,TRADICIONAL,135,THOMAZ DE LIMA,"RUA TEIXEIRA LEITE C/ SAO PAULO","LIBERDADE"
DOM,TRADICIONAL,127,VILA DEODORO,"RUA INGLES DE SOUZA","CAMBUCI"
DOM,TRADICIONAL,160,SANTA CECILIA,"RUA SEBASTIAO PEREIRA","STA CECILIA"
DOM,TRADICIONAL,12,PONTE PEQUENA,"RUA GUAPORE","PONTE PEQUENA"
DOM,TRADICIONAL,90,CONSOLACAO,"RUA MAJOR QUEDINHO","CONSOLACAO"
DOM,TRADICIONAL,71,SANTA EFIGENIA,"RUA DOS ANDRADAS C/ TIMBIRAS","STA EFIGEΝΙΑ"
DOM,TRADICIONAL,49,ANHANGABAU,"RUA SANTO AMARO","BELA VISTA"
DOM,TRADICIONAL,0,PAMPLONA,"RUA PAMPLONA","JD PAULISTA"
TER,TRADICIONAL,105,BELA VISTA,"RUA CARDEAL LEME","BELA VISTA"
TER,TRADICIONAL,84,CAMBUCI,"RUA STEFANO","CAMBUCI"
TER,TRADICIONAL,49,SUMARE MODERNA,"PC CHARLES MULLER","PACAEMBU"
TER,TRADICIONAL,16,AMERICO DE CAMPOS,"RUA AMERICO DE CAMPOS","LIBERDADE"
QUA,TRADICIONAL,25,SAO PAULO,"RUA DR PEDRO SEVERIANO","LIBERDADE"
QUA,TRADICIONAL,69,BATURITE,"RUA OLIVEIRA PΕΙΧΟΤΟ","ACLIMACAO"
QUA,TRADICIONAL,43,LIBERDADE/MODERNA,"RUA PANDIA CALOGERAS","LIBERDADE"
QUA,TRADICIONAL,19,FEIRA LIVRE PRACA LIBERDADE,"PC LIBERDADE","LIBERDADE"
QUI,TRADICIONAL,79,ITARARE,"RUA ITARARE","BELA VISTA"
QUI,TRADICIONAL,156,TIRADENTES,"RUA ANTONIO CORUJA","BOM RETIRO"
QUI,TRADICIONAL,118,TEODORETO SOUTO,"RUA TEODORETO SOUTO","CAMBUCI"
QUI,TRADICIONAL,52,SUMARE MODERNA,"PC CHARLES MULLER","PACAEMBU"
QUI,TRADICIONAL,22,ANDRADAS,"RUA DOS ANDRADAS","SANTA EFIGENIA"
QUI,TRADICIONAL,40,PIO XII,"RUA PIO XII","BELA VISTA"
QUI,TRADICIONAL,51,FORTUNATO,"RUA MARTIM FRANCISCO","STA CECILIA"
SEX,TRADICIONAL,19,FEIRA LIVRE IPIRANGA,"AV IPIRANGA","IPIRANGA"
SEX,TRADICIONAL,63,CAMBUCI,"RUA VITORIO EMANUEL","CAMBUCI"
SEX,TRADICIONAL,27,ALCANTARA MACHADO,"RUA DOM BOSCO","CAMBUCI"
SEX,TRADICIONAL,121,MARIA JOSE,"RUA MARIA JOSE C/ FORTALEZA","BELA VISTA"
SEX,TRADICIONAL,155,ANGELICA,"RUA MATO GROSSO C/ PARA","CONSOLACAO"
SEX,TRADICIONAL,12,PACAEMBU,"PC CHARLES MULLER","PACAEMBU"
SEX,TRADICIONAL,34,PERDIZES,"RUA CAMARAGIBE C/ LOPES CHAVES","STA CECILIA"
SAB,TRADICIONAL,194,ACLIMACAO,"RUA LOUREIRO DA CRUZ C/ URANO","ACLIMACAO"
SAB,TRADICIONAL,116,VITORINO CAMILO,"RUA ADOLFO GORDO","BARRA FUNDA"
SAB,TRADICIONAL,87,BOM RETIRO,"RUA JARAGUA","BOM RETIRO"
SAB,TRADICIONAL,68,SUMARE MODERNA,"PC CHARLES MULLER","PACAEMBU"
SAB,TRADICIONAL,25,LIBERDADE,"RUA TAGUA","LIBERDADE"
SAB,TRADICIONAL,21,PAMPLONA,"AL RIO CLARO","CERQUEIRA CEZAR"
SAB,TRADICIONAL,12,BENTO FREITAS,"RUA BENTO FREITAS","REPUBLICA"
SAB,ÔRGANICA,4,MERCADO CENTRAL ORGANICO,"RUA CANTAREIRA","CENTRO"
DOM,TRADICIONAL,104,SAO MATHEUS,"RUA JOAQUIM GOUVEIA FRANCO","CID SAO MATHEUS"
DOM,TRADICIONAL,77,JARDIM ROSELI,"RUA LUIZA DE JESUS FERREIRA","JD ROSELI"
DOM,TRADICIONAL,87,JARDIM PARAGUASSU,"RUA DOURADOQUARA","JD PARAGUASSU"
DOM,TRADICIONAL,21,OURO FINO,"RUA LEONOR DE SIQUEIRA","JD VERA CRUZ"
DOM,TRADICIONAL,150,JARDIM VILA CARRAO I,"AV BASSANO DEL GRAPA","JD VL CARRAO"
DOM,TRADICIONAL,20,JARDIM SAO FRANCISCO,"RUA MORRO DAS PEDRAS","JD SAO FRANCISCO"
DOM,TRADICIONAL,17,CDHU JARDIM IGUATEMI,"AV PONTE DA AMIZADE","JARDIM IGUATEMI"
TER,TRADICIONAL,69,JARDIM ESTER,"AV MENDONCA E VASCONCELOS","JD ESTER"
TER,TRADICIONAL,27,RIBEIRAO DAS PEDRAS,"RUA ANGELO DE CANDIA","JD NOVE DE JULHO"
TER,TRADICIONAL,9,SANTA ADELIA,"RUA CACHOEIRA DE MINAS","JD STA ADELIA"
TER,TRADICIONAL,45,SAO MATEUS,"RUA SERITINGA","SAO MATEUS"
TER,TRADICIONAL,18,JARDIM AUGUSTO,"RUA HELIODORO PAIVA","JARD M AUGUSTO"
TER,TRADICIONAL,10,JARDIM SANTO ANDRE,"RUA AFONSO FURTADO DE CASTRO","JARDIM SANTO ANDRE"
TER,TRADICIONAL,16,JARDIM VERA CRUZ NOTURNA,"AV SAPOPEMBA","SAO MATEUS"
TER,NOTURNA,6,VENEZA DO AMOR,"TV VENEZA DO AMOR","JD SAO JOSE"
QUA,NOTURNA,6,EDMUR WITAKER,"RUA EDMUR WITAKER","SAO MATEUS"
QUA,TRADICIONAL,122,MARIA CURSI,"RUA DOMIZIANO ROSSI","SAO MATEUS"
QUA,TRADICIONAL,24,JARDIM VERA CRUZ,"RUA PIRES CALEIRO","JD VERA CRUZ"
QUA,TRADICIONAL,52,SAO RAFAEL,"RUA BENTO DO AMARAL DA SILVA","PQ SAO RAFAEL"
QUA,TRADICIONAL,42,ENGENHO NOVO,"AV ENGENHO NOVO","JD TIETE"
QUA,TRADICIONAL,11,CIDADE SATELITE,"RUA PHOBUS","JD STA BARBARA"
QUA,TRADICIONAL,0,QUEBEDO E VASCONCELOS,"RUA QUEBEDO E VASCONCELOS","SAO MATEUS"
QUI,TRADICIONAL,100,VILA IV CENTENARIO,"AV OURO VERDE DE MINAS","VL IV CENTENARIO"
QUI,TRADICIONAL,80,JARDIM IGUATEMI,"RUA CUBAS DE MENDONCA","JD IGUATEMI"
QUI,TRADICIONAL,24,CIDADE SAO MATEUS,"RUA MARIA LUIZA DO VAL PENTEADO","CID SAO MATEUS"
QUI,TRADICIONAL,8,JARDIM VILA NOVA CARRAO,"AV MARIANA DE SOUZA GUERRA","JD VL NOVA CARRAO"
QUI,TRADICIONAL,10,JD.BOA ESPERANCA,"RUA IGUPIARA","JD BOA ESPERANCA"
QUI,TRADICIONAL,40,SAO MATEUS,"RUA MINISTRO LUIZ SPARANO","JARDIM SANTA ADELIA"
SEX,TRADICIONAL,160,JARDIM SANTA ADELIA,"RUA URSA MENOR","JD STA ADELIA"
SEX,TRADICIONAL,56,MATEO BEI,"RUA OSVALDO NEVOLA","SAO MATHEUS"
SEX,TRADICIONAL,27,JARDIM NOVE DE JULHO,"RUA DAS CAPITANIAS","JD NOVE DE JULHO"
SAB,TRADICIONAL,113,PARQUE SAO RAFAEL,"RUA JOAO DO CANTO E MELO","PQ SAO RAFAEL"
SAB,TRADICIONAL,89,PARQUE BOA ESPERANCA,"RUA DIOGO GARCIA","JD PLANALTO"
SÁB,TRADICIONAL,63,JARDIM SANTO ANDRE,"RUA DUARTE TEIXEIRA CHAVES","JD STO ANDRE"
SÁB,TRADICIONAL,15,JARDIM DAS LARANJEIRAS,"RUA MARIA GARCIA BETIM","JD DAS LARANJEIRAS"
SÁB,NOTURNA,1,JARDIM SANTA ADELIA,"RUA CACHOEIRA DE MINAS","SAO MATEUS"
SÁB,TRADICIONAL,5,FEIRA DA AGRICULTURA LIMPA,"AV AFONSO PENTEADO","PQ DO CARMO"
SÁB,TRADICIONAL,4,FEIRA DA ECONOMIA SOLIDARIA,"AV MATEO BEI","SAO MATEUS"
DOM,TRADICIONAL,108,GUANABARA,"RUA CEL OSCAR PORTO","PARAISO"
DOM,TRADICIONAL,104,INDIANOPOLIS,"AV LAVANDISCA","MOEMA"
DOM,TRADICIONAL,208,BOSQUE,"RUA CARNEIRO DA CUNHA","VL DA SAUDE"
DOM,TRADICIONAL,28,JORGE TIBIRICA,"RUA JUREIA","STA CRUZ"
DOM,TRADICIONAL,34,DR BACELAR,"RUA DRA NEYDE APPARECIDA SOLLITO","VL CLEMENΤΙΝΟ"
TER,TRADICIONAL,56,ACLIMACAO,"RUA GUIMARAES PASSOS","ACLIMACAO"
TER,TRADICIONAL,73,IBIRAPUERA,"RUA JOINVILLE","IBIRAPUERA"
TER,TRADICIONAL,101,VILA NOVA CONCEICAO,"RUA MARCOS LOPES C/ SILVANIA","VL NOVA CONCEICAO"
TER,TRADICIONAL,138,MIRANDOPOLIS,"RUA AFONSO CELSO","VL MARIANA"
TER,TRADICIONAL,36,BARTIRA,"AL DOS ARAES","PLANALTO PAULISTA"
TER,TRADICIONAL,81,PLANALTO PAULISTA,"AV JOSE MARIA WITAKER","PLANALTO PAULISTA"
TER,TRADICIONAL,68,IBITURUNA,"RUA PARACATU","SAO JUDAS"
TER,TRADICIONAL,25,CHACARA KLABIM,"RUA VOLTAIRE C/ PEDRO NICOLE","JD VL MARIANA"
QUA,TRADICIONAL,62,JARDIM DA GLORIA,"RUA PROFESSOR MACEDO SOARES","JD DA GLORIA"
QUA,TRADICIONAL,77,AMBROSINA,"RUA ECA DE QUEIROZ","VL MARIANA"
QUA,TRADICIONAL,128,PAVAO,"AV BENTEVI C JAUAPERI","INDIANOPOLIS"
QUA,TRADICIONAL,38,INDIANOPOLIS,"AL AGOSTINHO RODRIGUES FILHO","VL MARIANA"
QUA,TRADICIONAL,28,IMIGRANTES,"RUA MAJOR FREIRE","JABAQUARA"
QUA,TRADICIONAL,20,PRACA DA ARVORE,"RUA CARAMURU","BOSQUE DA SAUDE"
QUA,NOTURNA/ORGÂNIC,7,FEIRA LIVRE ORGANICA WHITAKER,"AV JOSE MARIA WHITAKER","PLANALTO PAULISTA"
QUI,TRADICIONAL,63,VILA CLEMΕΝΤΙΝΟ,"RUA CEL LISBOA C/ ESTADO DE ISRAEL","PLANALTO PAULISTA"
QUI,TRADICIONAL,102,JABAQUARA,"AV CECI","PLANALTO PAULISTA"
SEX,TRADICIONAL,121,ALCINO BRAGA,"RUA ALCINO BRAGA C/ SAMPAIO VIANA","PARAISO"
SEX,TRADICIONAL,10,ANDRE BOTELHO,"RUA MARIZ E BARROS","ACLIMACAO"
SEX,TRADICIONAL,68,GANDAVO,"RUA GANDAVO C/ NAPOLEAO DE BARRO","VL MARIANA"
SEX,TRADICIONAL,84,ALTINO ARANTES,"RUA JOSE MARIA WITAKER","SAUDE"
SEX,TRADICIONAL,62,VILA HELEΝΑ,"AL DOS ANAPURUS","VL HELENA"
SEX,TRADICIONAL,113,VERGUEIRO,"RUA CONCEICAO VELOSO","VL MARIANA"
SEX,TRADICIONAL,24,FEIRAO DA ECONOMIA DE MOEMA,"TV JORNALISTA OTAVIO MUNIZ","MOEMA"
SEX,TRADICIONAL,13,FEIRA LIVRE SAO RAFAEL,"RUA CABOQUENAS","VILA MARIANA"
SEX,TRADICIONAL,113,ACLIMACAO,"RUA ENG LUIZ GOMES C SANGIRARDI","ACLIMACAO"
SÁB,TRADICIONAL,65,JOAQUIM TAVORA,"RUA FRANCA PIΝΤΟ","VL MARIANA"
SÁB,TRADICIONAL,74,IRERE,"AV JOSE MARIA WITAKER","VL CLEMENΤΙΝΟ"
SÁB,TRADICIONAL,82,REPUBLICA DO LIBANO,"RUA DIOGO JACOME","IBIRAPUERA"
SÁB,TRADICIONAL,9,PRACA DA ARVORE,"RUA GUIRATINGA","CHAC INGLESA"
SÁB,TRADICIONAL,33,PLANALTO PAULISTA II,"AV JOSE MARIA WITAKER","PLANALTO PAULISTA"
SÁB,TRADICIONAL,35,BRIGADEIRO,"RUA CHRIS TRONBJERG","PARAISO"
SÁB,ORGÂNICA,30,PARQUE IBIRAPUERA,"PC EISENHOWER","FAZENDA JUTA"
DOM,TRADICIONAL,120,VILA MEDEIROS,"RUA ATALIBA VIEIRA","MEDEIROS"
DOM,TRADICIONAL,40,ALTO DE VILA MARIA,"RUA KANEDA","JD JAPAO"
DOM,TRADICIONAL,38,CRISTOVAM LINS,"RUA LUCIANO BROINIZZI C JAPI","VL EDE"
DOM,TRADICIONAL,64,COHAB FERNAO DIAS,"RUA COMBATE LAGOA BRANCA","VL SABRINA"
DOM,TRADICIONAL,69,CENTER NORTE,"RUA ANNA PAPINI GUARANHA","CARANDIRU"
TER,TRADICIONAL,25,VILA GUILHERME,"RUA ALFREDO MARIO PIZZOTTI","VL GUILHERME"
TER,TRADICIONAL,53,VILA MAZZΕΙ,"RUA QUEDAS","VL MAZZEI"
TER,TRADICIONAL,112,VILA MUNHOZ,"PC OSCAR DA SILVA","VL GUILHERME"
TER,TRADICIONAL,74,VILA BOSCHETTI,"AV BOSCHETTI","VL GUSTAVO"
TER,TRADICIONAL,24,PRACA VISTA ALEGRE,"AV BENEDITO ESTEVAO DOS SANTOS","VL MARIA"
QUA,TRADICIONAL,64,PRACA NIPON,"RUA OSAKA","JD JAPAO"
QUA,TRADICIONAL,13,VILA MARIA,"RUA MOREIRA DE VASCONCELOS","VL MARIA"
QUA,TRADICIONAL,112,CENTRAL,"RUA ANTENOR NAVARRO","JD BRASIL"
QUA,TRADICIONAL,5,VILA ELISA,"RUA DOS GUARINOS","VILA ELISA"
QUI,TRADICIONAL,15,JACUNA,"RUA GUARACININGA","VL GUILHERME"
QUI,TRADICIONAL,33,VILA PAIVA,"RUA CATAPARA","VL GUILHERME"
QUI,TRADICIONAL,64,PRACA 57,"AV ALBERTO BYINGTON","VL MARIA"
QUI,TRADICIONAL,11,SANTO ELISIO,"RUA SOLD JOSE VICENTE DE PAULA","VL MARIA"
QUI,TRADICIONAL,19,VILA ALEGRIA,"AV ROLAND GARROS","VL EDE"
QUI,TRADICIONAL,15,VILA MEDEIROS,"RUA GEOLANDIA","VL MEDEIROS"
SEX,TRADICIONAL,77,VILA ELZA,"RUA ANDARAI","VL MARIA"
SEX,TRADICIONAL,47,GUARINOS,"RUA SANTO ANTONIO DE LISBOA","VL EDE"
SEX,TRADICIONAL,148,VILA SABRINA,"RUA GEOLANDIA","VL SABRINA"
SEX,TRADICIONAL,47,VILA MARIA,"PC GOMES FIGUEIREDO","VILA MARIA"
SÁB,TRADICIONAL,76,VILA GUILHERME,"RUA MARIETA DA SILVA","VL GUILHERME"
SÁB,TRADICIONAL,119,VILA MARIA,"RUA ARARITAGUABA","VL MARIA ΒΑΙΧΑ"
SÁB,TRADICIONAL,66,VILA MEDEIROS,"RUA SANTA FE DO SUL","VL MARIA"
SÁB,TRADICIONAL,127,JARDIM BRASIL,"RUA PAULINO DE BRITO","JD BRASIL"
SÁB,TRADICIONAL,119,PARQUE NOVO MUNDO,"AL SUB TENENTE FRANCISCO HIERRO","PQ NOVO MUNDO"
DOM,TRADICIONAL,57,VILA PRUDENTE,"RUA JOSE ZAPPI","VL PRUDENTE"
DOM,TRADICIONAL,82,VILA ALPINA,"RUA DR VICENTE GIACAGLINI","VL BELA"
DOM,TRADICIONAL,66,PARQUE SAO LUCAS,"RUA CARLOS CESAR","VL DIVINA PASTORA"
DOM,TRADICIONAL,86,TOLSTOI,"RUA DR TOLSTOI DE CARVALHO","SAPOPEMBA"
DOM,TRADICIONAL,84,PARQUE SANTA MADALENA,"RUA ALM OTACILIO CUNHA","PQ STA MADALENA"
DOM,TRADICIONAL,34,JARDIM ELBA,"RUA TOME DA ROCHA","JD ELBA"
DOM,TRADICIONAL,14,COHAB SAPОРЕМВА,"AV ARQUITETO VL NOVA ARTIGAS","SAPOPEMBA"
DOM,TRADICIONAL,43,JARDIM NOVA SAPOPEМВА,"RUA CARLO COCCIA","JD NOVA SAPOPEMBA"
TER,TRADICIONAL,68,JARDIM TIALHA,"RUA PINTO DA LUZ","JD TIALHA"
TER,TRADICIONAL,54,PARQUE SAO LUCAS,"RUA DOMINGOS PIRES BRITO","PQ SAO LUCAS"
TER,TRADICIONAL,59,COLORADO,"RUA PEDRO VITORATO","JD COLORADO"
TER,TRADICIONAL,69,JARDIM PLANALTO,"RUA RIO HIPIAUGUI","JD PLANALTO"
TER,TRADICIONAL,16,JARDIM SAРОРЕМВА,"RUA JOAO LOPES DE LIMA","JD SAPOPEMBA"
TER,TRADICIONAL,4,TORQUATO TASSO,"PC TORQUATO TASSO","BOM RETIRO"
QUA,TRADICIONAL,42,PRACA SANTA HELENA,"RUA PEDRO DE GODOI","VL ZELINA"
QUA,TRADICIONAL,59,VILA BELA,"RUA PITINGA","VL BELA"
QUA,TRADICIONAL,61,ANA CLARA,"RUA PASCOAL RANIERI MAZILI","VL ANA CLARA"
QUA,TRADICIONAL,33,VILA EMA,"RUA PDE PEDRO MAGNONI","VL EMA"
QUA,TRADICIONAL,74,PAULICEIA,"RUA HILEIA AMAZONICA","JD GUAIRACA"
QUA,TRADICIONAL,10,INDEPENDENCIA,"RUA ERNESTO DOS SANTOS","JD INDEPENDENCIA"
QUA,TRADICIONAL,69,COHAB SAРОРЕМВА,"RUA WALTER RUMMEL","SAPOPEMBA"
QUA,TRADICIONAL,10,FEIRA INGAI,"RUA INGAI","VILA PRUDENTE"
QUA,TRADICIONAL,39,SAPOPEMBA,"RUA ADUTORA DO RIO CLARO","VILA REGENTE FEIJO"
QUA,NOTURNA,5,FAZENDA DA JUTA,"RUA AUGUSTIN LUBERTI","FAZENDA JUTA"
QUA,TRADICIONAL,2,GERMINIO GOMES DA SILVA,"PC JOAO GARCIA GIMENES","SAPOPEMBA"
QUI,TRADICIONAL,62,PARQUE SAO LUCAS,"RUA DR JOSE CASSIO SOARES","PQ SAO LUCAS"
QUI,TRADICIONAL,93,VILA CALIFORNIA,"AV MATA MACHADO","VL CALIFORNIA"
QUI,TRADICIONAL,43,VILA DIVA,"RUA SOLIDONIO LEITE","VL DIVA"
QUI,TRADICIONAL,120,SAPOPEMBA,"RUA GAL PORFIRIO DA PAZ","JD GRIMALDI"
QUI,TRADICIONAL,89,MASCARENHAS DE MORAES,"RUA TTE GODOFREDO CERQUEIRA LEITE","JD SAPOPEMBA"
QUI,TRADICIONAL,54,RIO CLARO,"AV LOURIVAL FONTES","JD PLANALTO"
QUI,TRADICIONAL,17,SERRA DE CAPIVARUCU,"RUA AGUIAS REAIS","JD ELBA"
QUI,TRADICIONAL,0,FEIRA LIVRE JD AVELINO,"RUA JOSE PACE","JD AVELINO"
QUI,TRADICIONAL,0,MAESTRO JOPO EVANGELISTA,"RUA MAESTRO JOAO EVANGELISTA","SAO LUCAS"
SEX,TRADICIONAL,52,VILA CELESTE,"RUA PIANCO","VL CELESTE"
SEX,TRADICIONAL,67,VILA ZELINA,"RUA INHAGAPI C/ MANAIAS","VL ZELINA"
SEX,TRADICIONAL,92,VILA GUARANI,"RUA JOAO RODRIGUES PIRES","VL GUARANI"
SEX,TRADICIONAL,56,JARDIM INDEPENDENCIA,"RUA SECUNDINO DOMINGUES","VL PRUDENTE"
SEX,TRADICIONAL,23,AMAZONIA,"RUA NUBIA","VL TOLSTOI"
SEX,TRADICIONAL,48,MARIA TEREZA,"RUA SERRA DE ITABAIANA","PQ STA MADALENA"
SEX,TRADICIONAL,28,IGUACU,"RUA JOSE DOMINGUES DE PONTES","JD ANGELA"
SEX,TRADICIONAL,0,MORRO DO FRADE,"RUA MORRO DO FRADE","JD DA CONQUISTA"
SEX,NOTURNA,1,TORQUATO PLAZA,"PCA TORQUATO PLAZA","VL GRIMALDI"
SÁB,TRADICIONAL,87,QUINTA DAS PAINEIRAS,"RUA SAO LUIS DO PARAITINGA","VL ZELINA"
SÁB,TRADICIONAL,80,VILA BELEM,"RUA ADUTORA DO RIO CLARO","SAPOPEMBA"
SÁB,TRADICIONAL,77,VILA REUNIDAS,"AV MORAIS COSTA","VL REUNIDAS"
SÁB,TRADICIONAL,47,JARDIM GRIMALDI,"RUA JOSE JOAQUIM","JD GRIMALDI"
SÁB,TRADICIONAL,90,FAZENDA DA JUTA,"RUA VICTORIA MARCONATO ΖΟΝΤΑ","JD SAPOPEМВА"
SÁB,TRADICIONAL,29,VILA PAULO SILAS,"RUA ANTONIO FONTOURA XAVIER","VL PAULO SILAS"
SÁB,TRADICIONAL,58,COHAB SAРОРЕМВА,"RUA FELICI TOSI","SAPOPEMBA"
}